id,name,type1,type2,moves,weight,height,hp,attack,defense,sp_atk,sp_def,speed
343,baltoy,ground,psychic,"{'reflect', 'sandstorm', 'sunny-day', 'ally-switch', 'safeguard', 'stealth-rock', 'dazzling-gleam', 'guard-split', 'grass-knot', 'rock-slide', 'telekinesis', 'double-team', 'psyshock', 'confide', 'hex', 'gyro-ball', 'psybeam', 'protect', 'mimic', 'wonder-room', 'extrasensory', 'harden', 'trick-room', 'scorching-sands', 'psychic', 'frustration', 'smack-down', 'power-trick', 'signal-beam', 'toxic', 'earthquake', 'earth-power', 'rapid-spin', 'gravity', 'rain-dance', 'sleep-talk', 'zen-headbutt', 'rock-tomb', 'solar-beam', 'confusion', 'psychic-terrain', 'trick', 'headbutt', 'rest', 'magic-coat', 'flash', 'explosion', 'swagger', 'power-swap', 'ancient-power', 'recycle', 'double-edge', 'guard-swap', 'secret-power', 'facade', 'bulldoze', 'hidden-power', 'rock-polish', 'cosmic-power', 'calm-mind', 'power-split', 'return', 'dream-eater', 'snore', 'psych-up', 'imprison', 'mud-slap', 'self-destruct', 'ice-beam', 'dig', 'substitute', 'eerie-impulse', 'round', 'sand-tomb', 'endure', 'drill-run', 'natural-gift', 'light-screen', 'skill-swap', 'shadow-ball', 'heal-block', 'expanding-force', 'charge-beam'}",215,5,40,40,55,40,70,55
344,claydol,ground,psychic,"{'reflect', 'sandstorm', 'sunny-day', 'ally-switch', 'safeguard', 'stealth-rock', 'dazzling-gleam', 'guard-split', 'grass-knot', 'rock-slide', 'telekinesis', 'double-team', 'psyshock', 'confide', 'hex', 'gyro-ball', 'psybeam', 'protect', 'mimic', 'wonder-room', 'extrasensory', 'harden', 'trick-room', 'body-press', 'stone-edge', 'scorching-sands', 'psychic', 'frustration', 'smack-down', 'power-trick', 'signal-beam', 'future-sight', 'toxic', 'earthquake', 'earth-power', 'rapid-spin', 'stored-power', 'gravity', 'rain-dance', 'sleep-talk', 'zen-headbutt', 'rock-tomb', 'solar-beam', 'confusion', 'hyper-beam', 'iron-defense', 'psychic-terrain', 'trick', 'headbutt', 'rest', 'magic-coat', 'flash', 'explosion', 'swagger', 'power-swap', 'ancient-power', 'nasty-plot', 'teleport', 'recycle', 'double-edge', 'guard-swap', 'secret-power', 'facade', 'bulldoze', 'hidden-power', 'rock-polish', 'cosmic-power', 'calm-mind', 'power-split', 'return', 'dream-eater', 'rock-smash', 'snore', 'psych-up', 'imprison', 'mud-slap', 'self-destruct', 'ice-beam', 'dig', 'substitute', 'eerie-impulse', 'round', 'sand-tomb', 'endure', 'drill-run', 'strength', 'natural-gift', 'giga-impact', 'light-screen', 'skill-swap', 'shadow-ball', 'heal-block', 'expanding-force', 'charge-beam'}",1080,15,60,70,105,70,120,75
345,lileep,rock,grass,"{'snore', 'psych-up', 'rest', 'sandstorm', 'sunny-day', 'flash', 'toxic', 'spit-up', 'wring-out', 'swagger', 'bullet-seed', 'synthesis', 'stealth-rock', 'astonish', 'earth-power', 'giga-drain', 'mirror-coat', 'grass-knot', 'rock-slide', 'infestation', 'ancient-power', 'worry-seed', 'wrap', 'constrict', 'mud-slap', 'substitute', 'sludge-bomb', 'curse', 'round', 'meteor-beam', 'rock-blast', 'double-team', 'swords-dance', 'sleep-talk', 'double-edge', 'mega-drain', 'confide', 'seed-bomb', 'captivate', 'stockpile', 'string-shot', 'bind', 'confuse-ray', 'ingrain', 'recover', 'protect', 'mimic', 'endure', 'secret-power', 'rock-tomb', 'mud-shot', 'facade', 'tickle', 'solar-beam', 'hidden-power', 'natural-gift', 'rock-polish', 'attract', 'body-slam', 'acid', 'pain-split', 'return', 'swallow', 'gastro-acid', 'energy-ball', 'brine', 'amnesia', 'frustration', 'smack-down', 'barrier'}",238,10,66,41,77,61,87,23
346,cradily,rock,grass,"{'sandstorm', 'sunny-day', 'stealth-rock', 'grass-knot', 'rock-slide', 'wrap', 'double-team', 'confide', 'captivate', 'stockpile', 'ingrain', 'protect', 'mimic', 'sludge-wave', 'stone-edge', 'amnesia', 'frustration', 'smack-down', 'toxic', 'wring-out', 'earthquake', 'astonish', 'earth-power', 'giga-drain', 'infestation', 'worry-seed', 'rock-blast', 'swords-dance', 'sleep-talk', 'mega-drain', 'seed-bomb', 'string-shot', 'mud-shot', 'rock-tomb', 'solar-beam', 'attract', 'hyper-beam', 'headbutt', 'rest', 'flash', 'swagger', 'grassy-terrain', 'synthesis', 'ancient-power', 'constrict', 'meteor-beam', 'double-edge', 'confuse-ray', 'secret-power', 'facade', 'bulldoze', 'hidden-power', 'rock-polish', 'return', 'gastro-acid', 'energy-ball', 'power-whip', 'rock-smash', 'snore', 'psych-up', 'spit-up', 'block', 'bullet-seed', 'leech-seed', 'mud-slap', 'dig', 'substitute', 'sludge-bomb', 'round', 'bind', 'endure', 'strength', 'natural-gift', 'giga-impact', 'body-slam', 'acid', 'pain-split', 'swallow', 'brine'}",604,15,86,81,97,81,107,43
347,anorith,rock,bug,"{'snore', 'rest', 'sandstorm', 'fury-cutter', 'frustration', 'sunny-day', 'struggle-bug', 'toxic', 'water-pulse', 'swagger', 'sand-attack', 'stealth-rock', 'earth-power', 'rock-slide', 'rapid-spin', 'ancient-power', 'mud-slap', 'crush-claw', 'false-swipe', 'dig', 'substitute', 'scratch', 'curse', 'round', 'meteor-beam', 'water-gun', 'rock-blast', 'double-team', 'screech', 'swords-dance', 'double-edge', 'sleep-talk', 'cross-poison', 'confide', 'knock-off', 'captivate', 'bug-bite', 'string-shot', 'mud-shot', 'metal-claw', 'endure', 'protect', 'mimic', 'secret-power', 'rock-tomb', 'facade', 'aerial-ace', 'harden', 'hidden-power', 'natural-gift', 'aqua-jet', 'rock-polish', 'attract', 'hone-claws', 'body-slam', 'iron-defense', 'return', 'brick-break', 'mud-sport', 'x-scissor', 'slash', 'cut', 'brine', 'headbutt', 'smack-down', 'rock-smash'}",125,7,45,95,50,40,50,75
348,armaldo,rock,bug,"{'sandstorm', 'sunny-day', 'stealth-rock', 'rock-slide', 'scratch', 'double-team', 'confide', 'captivate', 'low-kick', 'protect', 'mimic', 'aqua-tail', 'aerial-ace', 'harden', 'x-scissor', 'stone-edge', 'shadow-claw', 'frustration', 'smack-down', 'fury-cutter', 'struggle-bug', 'stomping-tantrum', 'toxic', 'water-pulse', 'earthquake', 'earth-power', 'crush-claw', 'flash-cannon', 'water-gun', 'rock-blast', 'swords-dance', 'sleep-talk', 'knock-off', 'bug-bite', 'string-shot', 'mud-shot', 'superpower', 'rock-tomb', 'attract', 'hyper-beam', 'iron-defense', 'brick-break', 'mud-sport', 'headbutt', 'rest', 'swagger', 'liquidation', 'ancient-power', 'meteor-beam', 'cross-poison', 'double-edge', 'secret-power', 'facade', 'bulldoze', 'hidden-power', 'rock-polish', 'return', 'cut', 'iron-tail', 'seismic-toss', 'rock-smash', 'snore', 'block', 'brutal-swing', 'mud-slap', 'false-swipe', 'dig', 'substitute', 'round', 'screech', 'metal-claw', 'endure', 'strength', 'natural-gift', 'giga-impact', 'hone-claws', 'body-slam', 'slash', 'brine'}",682,15,75,125,100,70,80,45
349,feebas,water,,"{'snore', 'whirlpool', 'rest', 'flail', 'toxic', 'water-pulse', 'swagger', 'dragon-breath', 'mirror-coat', 'tackle', 'dragon-pulse', 'blizzard', 'splash', 'ice-beam', 'substitute', 'haze', 'tera-blast', 'round', 'icy-wind', 'double-team', 'rain-dance', 'sleep-talk', 'double-edge', 'confide', 'scald', 'captivate', 'swift', 'confuse-ray', 'secret-power', 'endure', 'protect', 'mimic', 'mud-shot', 'scale-shot', 'chilling-water', 'muddy-water', 'facade', 'tickle', 'hail', 'dive', 'hidden-power', 'natural-gift', 'surf', 'waterfall', 'light-screen', 'mist', 'attract', 'return', 'mud-sport', 'hypnosis', 'brine', 'iron-tail', 'frustration'}",74,6,20,15,20,10,55,80
350,milotic,water,,"{'aqua-ring', 'safeguard', 'dragon-breath', 'wrap', 'blizzard', 'dragon-tail', 'double-team', 'breaking-swipe', 'confide', 'captivate', 'triple-axel', 'scale-shot', 'protect', 'mimic', 'aqua-tail', 'hail', 'dive', 'frustration', 'whirlpool', 'flail', 'toxic', 'water-pulse', 'haze', 'dragon-dance', 'tera-blast', 'water-gun', 'twister', 'rain-dance', 'sleep-talk', 'laser-focus', 'swift', 'mud-shot', 'chilling-water', 'waterfall', 'attract', 'hyper-beam', 'draining-kiss', 'weather-ball', 'flip-turn', 'life-dew', 'rest', 'magic-coat', 'water-sport', 'swagger', 'mirror-coat', 'iron-head', 'splash', 'double-edge', 'scald', 'confuse-ray', 'secret-power', 'muddy-water', 'facade', 'bulldoze', 'hidden-power', 'surf', 'coil', 'mist', 'refresh', 'return', 'skitter-smack', 'iron-tail', 'disarming-voice', 'snore', 'psych-up', 'imprison', 'hydro-pump', 'brutal-swing', 'tackle', 'dragon-pulse', 'mud-slap', 'ice-beam', 'substitute', 'round', 'icy-wind', 'bind', 'helping-hand', 'recover', 'endure', 'tickle', 'natural-gift', 'giga-impact', 'light-screen', 'avalanche', 'take-down', 'body-slam', 'hypnosis', 'brine'}",1620,62,95,60,79,100,125,81
351,castform,normal,,"{'snore', 'psych-up', 'rest', 'sandstorm', 'frustration', 'sunny-day', 'defense-curl', 'flash', 'toxic', 'powder-snow', 'future-sight', 'water-pulse', 'swagger', 'hydro-pump', 'thunderbolt', 'incinerate', 'thunder', 'reflect-type', 'flamethrower', 'hurricane', 'tackle', 'retaliate', 'blizzard', 'ominous-wind', 'fire-blast', 'ice-beam', 'substitute', 'round', 'icy-wind', 'water-gun', 'defog', 'thunder-wave', 'double-team', 'rain-dance', 'sleep-talk', 'double-edge', 'last-resort', 'clear-smog', 'confide', 'guard-swap', 'thief', 'captivate', 'scald', 'hex', 'tailwind', 'work-up', 'swift', 'secret-power', 'endure', 'protect', 'mimic', 'facade', 'ember', 'hail', 'solar-beam', 'hidden-power', 'natural-gift', 'lucky-chant', 'attract', 'cosmic-power', 'body-slam', 'avalanche', 'shadow-ball', 'return', 'shock-wave', 'energy-ball', 'amnesia', 'headbutt', 'weather-ball', 'disable'}",8,3,70,70,70,70,70,70
352,kecleon,normal,,"{'sunny-day', 'thunder', 'stealth-rock', 'flamethrower', 'grass-knot', 'rock-slide', 'detect', 'blizzard', 'synchronoise', 'fire-blast', 'metronome', 'fling', 'scratch', 'double-team', 'confide', 'psybeam', 'captivate', 'low-kick', 'protect', 'mimic', 'camouflage', 'wonder-room', 'aqua-tail', 'aerial-ace', 'trick-room', 'fury-swipes', 'shadow-claw', 'frustration', 'fury-cutter', 'toxic', 'water-pulse', 'astonish', 'foul-play', 'retaliate', 'drain-punch', 'thunder-wave', 'rain-dance', 'sleep-talk', 'knock-off', 'swift', 'rock-tomb', 'solar-beam', 'thunder-punch', 'attract', 'brick-break', 'feint-attack', 'trick', 'headbutt', 'mega-kick', 'mega-punch', 'fire-punch', 'disable', 'role-play', 'rest', 'magic-coat', 'flash', 'counter', 'focus-punch', 'swagger', 'lick', 'thunderbolt', 'incinerate', 'rollout', 'dizzy-punch', 'ancient-power', 'nasty-plot', 'fake-out', 'recycle', 'double-edge', 'thief', 'work-up', 'secret-power', 'dynamic-punch', 'facade', 'hidden-power', 'tail-whip', 'return', 'ice-punch', 'cut', 'feint', 'iron-tail', 'sucker-punch', 'seismic-toss', 'rock-smash', 'snore', 'psych-up', 'snatch', 'defense-curl', 'after-you', 'mud-slap', 'ice-beam', 'dig', 'substitute', 'round', 'icy-wind', 'screech', 'last-resort', 'power-up-punch', 'bind', 'recover', 'endure', 'strength', 'natural-gift', 'skill-swap', 'hone-claws', 'body-slam', 'shadow-ball', 'shock-wave', 'shadow-sneak', 'charge-beam', 'slash'}",220,10,60,90,70,60,120,40
353,shuppet,ghost,,"{'sunny-day', 'ally-switch', 'torment', 'thunder', 'dazzling-gleam', 'metronome', 'telekinesis', 'double-team', 'confide', 'pounce', 'hex', 'psybeam', 'captivate', 'protect', 'mimic', 'destiny-bond', 'payback', 'trick-room', 'poltergeist', 'psychic', 'frustration', 'taunt', 'toxic', 'astonish', 'foul-play', 'ominous-wind', 'lash-out', 'tera-blast', 'pursuit', 'thunder-wave', 'rain-dance', 'sleep-talk', 'knock-off', 'attract', 'feint-attack', 'trick', 'headbutt', 'dark-pulse', 'disable', 'role-play', 'scary-face', 'rest', 'magic-coat', 'flash', 'swagger', 'thunderbolt', 'nasty-plot', 'grudge', 'curse', 'double-edge', 'thief', 'confuse-ray', 'secret-power', 'facade', 'hidden-power', 'night-shade', 'calm-mind', 'return', 'sucker-punch', 'magic-room', 'dream-eater', 'snore', 'psych-up', 'snatch', 'imprison', 'spite', 'gunk-shot', 'will-o-wisp', 'substitute', 'round', 'icy-wind', 'screech', 'encore', 'helping-hand', 'endure', 'natural-gift', 'skill-swap', 'foresight', 'body-slam', 'embargo', 'pain-split', 'shadow-ball', 'shock-wave', 'phantom-force', 'shadow-sneak', 'charge-beam', 'nightmare'}",23,6,44,75,35,63,33,45
354,banette,ghost,,"{'sunny-day', 'ally-switch', 'torment', 'thunder', 'dazzling-gleam', 'metronome', 'fling', 'telekinesis', 'double-team', 'confide', 'pounce', 'hex', 'psybeam', 'captivate', 'burning-jealousy', 'protect', 'mimic', 'payback', 'trick-room', 'poltergeist', 'shadow-claw', 'psychic', 'frustration', 'taunt', 'toxic', 'infestation', 'foul-play', 'ominous-wind', 'lash-out', 'tera-blast', 'thunder-wave', 'swords-dance', 'sleep-talk', 'rain-dance', 'knock-off', 'attract', 'hyper-beam', 'feint-attack', 'trick', 'headbutt', 'dark-pulse', 'role-play', 'scary-face', 'rest', 'magic-coat', 'flash', 'swagger', 'thunderbolt', 'throat-chop', 'trailblaze', 'nasty-plot', 'grudge', 'curse', 'double-edge', 'thief', 'confuse-ray', 'secret-power', 'facade', 'hidden-power', 'night-shade', 'calm-mind', 'return', 'sucker-punch', 'magic-room', 'dream-eater', 'snore', 'psych-up', 'snatch', 'imprison', 'spite', 'gunk-shot', 'mud-slap', 'will-o-wisp', 'substitute', 'round', 'icy-wind', 'screech', 'encore', 'helping-hand', 'endure', 'natural-gift', 'giga-impact', 'skill-swap', 'body-slam', 'embargo', 'pain-split', 'shadow-ball', 'shock-wave', 'phantom-force', 'shadow-sneak', 'charge-beam', 'nightmare'}",125,11,64,115,65,83,63,65
355,duskull,ghost,,"{'sunny-day', 'ally-switch', 'torment', 'revenge', 'blizzard', 'fling', 'telekinesis', 'double-team', 'confide', 'leech-life', 'hex', 'captivate', 'protect', 'mimic', 'wonder-room', 'destiny-bond', 'payback', 'trick-room', 'poltergeist', 'psychic', 'frustration', 'taunt', 'future-sight', 'toxic', 'astonish', 'infestation', 'gravity', 'ominous-wind', 'haze', 'pursuit', 'tera-blast', 'rain-dance', 'sleep-talk', 'attract', 'feint-attack', 'trick', 'headbutt', 'dark-pulse', 'disable', 'rest', 'flash', 'swagger', 'grudge', 'curse', 'double-edge', 'thief', 'confuse-ray', 'secret-power', 'memento', 'facade', 'hidden-power', 'night-shade', 'calm-mind', 'return', 'skitter-smack', 'sucker-punch', 'dream-eater', 'snore', 'psych-up', 'snatch', 'imprison', 'spite', 'mean-look', 'will-o-wisp', 'ice-beam', 'substitute', 'round', 'icy-wind', 'helping-hand', 'endure', 'natural-gift', 'skill-swap', 'foresight', 'body-slam', 'embargo', 'pain-split', 'shadow-ball', 'phantom-force', 'shadow-sneak', 'charge-beam', 'leer', 'nightmare'}",150,8,20,40,90,30,90,25
356,dusclops,ghost,,"{'sunny-day', 'ally-switch', 'torment', 'revenge', 'rock-slide', 'blizzard', 'metronome', 'fling', 'telekinesis', 'double-team', 'confide', 'leech-life', 'hex', 'captivate', 'protect', 'mimic', 'wonder-room', 'payback', 'trick-room', 'poltergeist', 'psychic', 'frustration', 'taunt', 'future-sight', 'toxic', 'earthquake', 'astonish', 'infestation', 'gravity', 'ominous-wind', 'haze', 'pursuit', 'tera-blast', 'rain-dance', 'sleep-talk', 'rock-tomb', 'thunder-punch', 'attract', 'hyper-beam', 'brick-break', 'trick', 'headbutt', 'mega-kick', 'dark-pulse', 'mega-punch', 'fire-punch', 'disable', 'rest', 'flash', 'counter', 'focus-punch', 'swagger', 'shadow-punch', 'curse', 'double-edge', 'thief', 'confuse-ray', 'secret-power', 'dynamic-punch', 'memento', 'facade', 'bulldoze', 'hidden-power', 'night-shade', 'calm-mind', 'return', 'ice-punch', 'skitter-smack', 'sucker-punch', 'seismic-toss', 'dream-eater', 'rock-smash', 'snore', 'psych-up', 'snatch', 'imprison', 'spite', 'mean-look', 'mud-slap', 'will-o-wisp', 'ice-beam', 'substitute', 'round', 'icy-wind', 'power-up-punch', 'bind', 'helping-hand', 'endure', 'strength', 'natural-gift', 'giga-impact', 'skill-swap', 'foresight', 'body-slam', 'embargo', 'pain-split', 'shadow-ball', 'phantom-force', 'shadow-sneak', 'charge-beam', 'leer', 'nightmare'}",306,16,40,70,130,60,130,25
357,tropius,grass,flying,"{'sunny-day', 'safeguard', 'razor-leaf', 'roost', 'grass-knot', 'steel-wing', 'dragon-tail', 'double-team', 'confide', 'outrage', 'captivate', 'protect', 'mimic', 'sweet-scent', 'aerial-ace', 'body-press', 'frustration', 'magical-leaf', 'fly', 'fury-cutter', 'stomping-tantrum', 'toxic', 'earthquake', 'leaf-storm', 'giga-drain', 'hurricane', 'worry-seed', 'ominous-wind', 'tera-blast', 'dragon-dance', 'whirlwind', 'twister', 'swords-dance', 'sleep-talk', 'rain-dance', 'air-cutter', 'zen-headbutt', 'seed-bomb', 'tailwind', 'roar', 'solar-beam', 'attract', 'growth', 'hyper-beam', 'u-turn', 'razor-wind', 'silver-wind', 'headbutt', 'defog', 'stomp', 'rest', 'wide-guard', 'bestow', 'flash', 'swagger', 'grassy-terrain', 'synthesis', 'trailblaze', 'curse', 'double-edge', 'slam', 'secret-power', 'facade', 'bulldoze', 'leaf-tornado', 'hidden-power', 'return', 'energy-ball', 'solar-blade', 'cut', 'rock-smash', 'snore', 'gust', 'bullet-seed', 'dragon-hammer', 'spite', 'brutal-swing', 'leaf-blade', 'dragon-pulse', 'leech-seed', 'mud-slap', 'substitute', 'round', 'helping-hand', 'endure', 'nature-power', 'air-slash', 'strength', 'natural-gift', 'giga-impact', 'body-slam', 'take-down', 'leer'}",1000,20,99,68,83,72,87,51
358,chimecho,psychic,,"{'reflect', 'sunny-day', 'ally-switch', 'safeguard', 'torment', 'heal-bell', 'dazzling-gleam', 'grass-knot', 'healing-wish', 'wrap', 'synchronoise', 'telekinesis', 'double-team', 'psyshock', 'confide', 'psybeam', 'captivate', 'protect', 'mimic', 'extrasensory', 'trick-room', 'psychic', 'frustration', 'taunt', 'echoed-voice', 'signal-beam', 'future-sight', 'growl', 'toxic', 'fake-tears', 'astonish', 'stored-power', 'gravity', 'tera-blast', 'thunder-wave', 'yawn', 'rain-dance', 'sleep-talk', 'zen-headbutt', 'laser-focus', 'knock-off', 'swift', 'hyper-voice', 'confusion', 'attract', 'draining-kiss', 'heal-pulse', 'trick', 'defog', 'disable', 'rest', 'magic-coat', 'perish-song', 'flash', 'crafty-shield', 'swagger', 'rollout', 'curse', 'recycle', 'double-edge', 'secret-power', 'facade', 'hidden-power', 'psywave', 'cosmic-power', 'calm-mind', 'return', 'energy-ball', 'disarming-voice', 'dream-eater', 'entrainment', 'snore', 'psych-up', 'snarl', 'snatch', 'defense-curl', 'imprison', 'charm', 'substitute', 'round', 'icy-wind', 'encore', 'last-resort', 'wish', 'bind', 'uproar', 'helping-hand', 'recover', 'endure', 'baton-pass', 'natural-gift', 'light-screen', 'skill-swap', 'take-down', 'shadow-ball', 'shock-wave', 'charge-beam', 'hypnosis', 'nightmare'}",10,6,75,50,80,95,90,65
359,absol,dark,,"{'sandstorm', 'sunny-day', 'torment', 'thunder', 'flamethrower', 'rock-slide', 'detect', 'blizzard', 'fire-blast', 'scratch', 'night-slash', 'double-team', 'confide', 'hex', 'captivate', 'protect', 'mimic', 'hail', 'psycho-cut', 'aerial-ace', 'payback', 'x-scissor', 'me-first', 'assurance', 'stone-edge', 'shadow-claw', 'frustration', 'bite', 'taunt', 'echoed-voice', 'fury-cutter', 'future-sight', 'toxic', 'water-pulse', 'foul-play', 'retaliate', 'pursuit', 'thunder-wave', 'swords-dance', 'sleep-talk', 'rain-dance', 'zen-headbutt', 'laser-focus', 'knock-off', 'swift', 'superpower', 'rock-tomb', 'attract', 'bounce', 'hyper-beam', 'razor-wind', 'feint-attack', 'dark-pulse', 'headbutt', 'role-play', 'rest', 'magic-coat', 'perish-song', 'flash', 'counter', 'punishment', 'swagger', 'thunderbolt', 'incinerate', 'throat-chop', 'quick-attack', 'play-rough', 'curse', 'double-edge', 'thief', 'secret-power', 'facade', 'hidden-power', 'calm-mind', 'return', 'cut', 'feint', 'iron-tail', 'sucker-punch', 'dream-eater', 'close-combat', 'rock-smash', 'snore', 'psych-up', 'snarl', 'snatch', 'spite', 'mean-look', 'focus-energy', 'brutal-swing', 'megahorn', 'mud-slap', 'will-o-wisp', 'false-swipe', 'ice-beam', 'substitute', 'round', 'icy-wind', 'endure', 'baton-pass', 'air-slash', 'strength', 'natural-gift', 'giga-impact', 'hone-claws', 'body-slam', 'shadow-ball', 'shock-wave', 'charge-beam', 'slash', 'leer', 'nightmare'}",470,12,65,130,60,75,60,75
360,wynaut,psychic,,"{'mirror-coat', 'charm', 'counter', 'splash', 'safeguard', 'amnesia', 'encore', 'destiny-bond'}",140,6,95,23,48,23,48,23
361,snorunt,ice,,"{'snore', 'ice-fang', 'rest', 'frustration', 'icicle-crash', 'flash', 'toxic', 'powder-snow', 'water-pulse', 'swagger', 'safeguard', 'block', 'spite', 'fake-tears', 'rollout', 'crunch', 'astonish', 'switcheroo', 'bide', 'trailblaze', 'ice-shard', 'blizzard', 'ice-beam', 'substitute', 'tera-blast', 'round', 'icy-wind', 'double-team', 'rain-dance', 'sleep-talk', 'double-edge', 'confide', 'hex', 'icicle-spear', 'captivate', 'snowscape', 'helping-hand', 'secret-power', 'endure', 'protect', 'mimic', 'chilling-water', 'facade', 'hail', 'hidden-power', 'natural-gift', 'light-screen', 'attract', 'avalanche', 'take-down', 'body-slam', 'shadow-ball', 'return', 'spikes', 'frost-breath', 'headbutt', 'leer', 'bite', 'weather-ball', 'disable', 'ice-spinner'}",168,7,50,50,50,50,50,50
362,glalie,ice,,"{'ice-fang', 'safeguard', 'torment', 'blizzard', 'double-team', 'confide', 'hex', 'icicle-spear', 'gyro-ball', 'captivate', 'protect', 'mimic', 'hail', 'payback', 'frost-breath', 'frustration', 'ice-shard', 'bite', 'taunt', 'signal-beam', 'toxic', 'water-pulse', 'earthquake', 'fake-tears', 'crunch', 'astonish', 'freeze-dry', 'foul-play', 'tera-blast', 'rain-dance', 'sleep-talk', 'laser-focus', 'chilling-water', 'attract', 'hyper-beam', 'spikes', 'dark-pulse', 'headbutt', 'weather-ball', 'scary-face', 'rest', 'flash', 'explosion', 'swagger', 'rollout', 'iron-head', 'trailblaze', 'sheer-cold', 'double-edge', 'secret-power', 'facade', 'bulldoze', 'hidden-power', 'return', 'super-fang', 'snore', 'defense-curl', 'powder-snow', 'block', 'spite', 'steel-roller', 'self-destruct', 'ice-beam', 'substitute', 'round', 'icy-wind', 'snowscape', 'helping-hand', 'endure', 'natural-gift', 'giga-impact', 'light-screen', 'avalanche', 'take-down', 'body-slam', 'shadow-ball', 'leer', 'ice-spinner'}",2565,15,80,80,80,80,80,80
363,spheal,ice,water,"{'snore', 'whirlpool', 'echoed-voice', 'rest', 'frustration', 'signal-beam', 'growl', 'defense-curl', 'spit-up', 'toxic', 'powder-snow', 'water-sport', 'water-pulse', 'aqua-ring', 'swagger', 'earthquake', 'rollout', 'steel-roller', 'rock-slide', 'blizzard', 'mud-slap', 'sheer-cold', 'ice-beam', 'substitute', 'curse', 'round', 'icy-wind', 'water-gun', 'double-team', 'yawn', 'encore', 'sleep-talk', 'double-edge', 'rain-dance', 'confide', 'captivate', 'stockpile', 'secret-power', 'endure', 'protect', 'mimic', 'belly-drum', 'ice-ball', 'rock-tomb', 'facade', 'aqua-tail', 'hail', 'bulldoze', 'dive', 'strength', 'hidden-power', 'natural-gift', 'surf', 'waterfall', 'attract', 'body-slam', 'swallow', 'return', 'super-fang', 'frost-breath', 'brine', 'iron-tail', 'fissure', 'headbutt', 'aurora-beam', 'rock-smash'}",395,8,70,40,50,55,50,25
364,sealeo,ice,water,"{'snore', 'whirlpool', 'echoed-voice', 'rest', 'frustration', 'signal-beam', 'growl', 'defense-curl', 'toxic', 'powder-snow', 'water-pulse', 'swagger', 'earthquake', 'rollout', 'steel-roller', 'rock-slide', 'blizzard', 'mud-slap', 'sheer-cold', 'ice-beam', 'substitute', 'round', 'icy-wind', 'water-gun', 'double-team', 'encore', 'sleep-talk', 'double-edge', 'rain-dance', 'confide', 'icicle-spear', 'captivate', 'secret-power', 'endure', 'protect', 'mimic', 'ice-ball', 'rock-tomb', 'facade', 'aqua-tail', 'roar', 'hail', 'bulldoze', 'dive', 'strength', 'hidden-power', 'natural-gift', 'surf', 'waterfall', 'attract', 'body-slam', 'return', 'super-fang', 'frost-breath', 'brine', 'iron-tail', 'headbutt', 'aurora-beam', 'rock-smash'}",876,11,90,60,70,75,70,45
365,walrein,ice,water,"{'snore', 'whirlpool', 'ice-fang', 'rest', 'frustration', 'fury-cutter', 'growl', 'defense-curl', 'signal-beam', 'toxic', 'powder-snow', 'water-pulse', 'stomping-tantrum', 'swagger', 'block', 'hydro-pump', 'earthquake', 'liquidation', 'rollout', 'crunch', 'steel-roller', 'iron-head', 'rock-slide', 'heavy-slam', 'blizzard', 'mud-slap', 'sheer-cold', 'ice-beam', 'substitute', 'round', 'icy-wind', 'water-gun', 'double-team', 'echoed-voice', 'swords-dance', 'sleep-talk', 'double-edge', 'encore', 'rain-dance', 'confide', 'icicle-spear', 'captivate', 'secret-power', 'endure', 'protect', 'mimic', 'ice-ball', 'rock-tomb', 'facade', 'aqua-tail', 'roar', 'hail', 'bulldoze', 'dive', 'strength', 'hidden-power', 'natural-gift', 'surf', 'waterfall', 'giga-impact', 'attract', 'avalanche', 'body-slam', 'hyper-beam', 'return', 'super-fang', 'frost-breath', 'body-press', 'brine', 'iron-tail', 'headbutt', 'aurora-beam', 'rock-smash'}",1506,14,110,80,90,95,90,65
366,clamperl,water,,"{'snore', 'whirlpool', 'rest', 'aqua-ring', 'toxic', 'water-pulse', 'swagger', 'blizzard', 'supersonic', 'ice-beam', 'substitute', 'round', 'icy-wind', 'water-gun', 'double-team', 'rain-dance', 'sleep-talk', 'double-edge', 'clamp', 'confide', 'scald', 'captivate', 'shell-smash', 'confuse-ray', 'secret-power', 'endure', 'protect', 'mimic', 'muddy-water', 'facade', 'hail', 'dive', 'hidden-power', 'natural-gift', 'surf', 'waterfall', 'attract', 'body-slam', 'refresh', 'return', 'mud-sport', 'iron-defense', 'brine', 'frustration', 'barrier'}",525,4,35,64,85,74,55,32
367,huntail,water,,"{'snore', 'whirlpool', 'ice-fang', 'rest', 'snatch', 'toxic', 'water-pulse', 'swagger', 'hydro-pump', 'crunch', 'infestation', 'blizzard', 'mud-slap', 'ice-beam', 'substitute', 'round', 'icy-wind', 'water-gun', 'double-team', 'screech', 'sleep-talk', 'double-edge', 'rain-dance', 'confide', 'scald', 'captivate', 'shell-smash', 'bind', 'swift', 'secret-power', 'endure', 'protect', 'mimic', 'baton-pass', 'rock-tomb', 'facade', 'aqua-tail', 'hail', 'dive', 'hidden-power', 'natural-gift', 'surf', 'waterfall', 'giga-impact', 'coil', 'attract', 'bounce', 'body-slam', 'hyper-beam', 'iron-defense', 'return', 'super-fang', 'brine', 'feint-attack', 'sucker-punch', 'frustration', 'bite', 'scary-face'}",270,17,55,104,105,94,75,52
